COMPANY,ADDRESS,CITY,STATE,ZIP,ZIP4,LEGALNAME,PADDRESSLNG,PCITY,PSTATE,PZIP,PCRRT,SICDESC,TITLE,CONTACTNAMECOMP,Corporate Name (Search),UCC URL (Search),Source File,Status (UCC),Date Filed,Expires,Filings Completed Through,UCC Number,Filing Events,Secured Parties Count,Secured Party 1 Name,Secured Party 1 Address,Secured Party 2 Name,Secured Party 2 Address,Secured Party 3 Name,Secured Party 3 Address,Secured Party 4 Name,Secured Party 4 Address,Secured Party 5 Name,Secured Party 5 Address,Debtor Parties Count,Debtor Name,Debtor Address,Document Type,Document Pages,Document Number,Filing Date
Dicker Krivok & Stoloff PA,1818 S Astrlian Ave Ste 4,West Palm Beach,FL,33409-6447,6447,"DICKER, KRIVOK & STOLOFF, P.A.",1818 S Australian Ave Ste 400,West Palm Beach,FL,33409-6447,,General Practice Law Office,President,Mr. Edward A Dicker,Dicker Krivok & Stoloff PA,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Pride Integrated Services,2200 N Florida Mango Rd,West Palm Beach,FL,33409-6448,6448,"PRIDE INTEGRATED SERVICES, INC",2200 N Florida Mango Rd Ste 100,West Palm Beach,FL,33409-6448,,Rehabilitation Services,Chief Executive Officer,Ms. Maureen F Brickous,Pride Integrated Services,"https://floridaucc.com/search?text=PRIDE INTEGRATED SERVICES, INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,02/27/1995,02/27/2000,03/02/2026,950000040326,0,1,,,,,,,,,,,1,PRIDE INTEGRATED SERVICES INC,"2711 EXCHANGE CT, WEST PALM BEACH, FL, 334094017",UCC1,1,,02/27/1995
Matrix Care  LLC,1800 S Australian Ave,West Palm Beach,FL,33409-6450,6450,"MATRIX CARE, LLC",1800 S Australian Ave,West Palm Beach,FL,33409-6450,C051,Home Health Care Services,Member,Pernille Ostberg,Matrix Care  LLC,"https://floridaucc.com/search?text=MATRIX CARE, LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Filed,12/27/2007,12/27/2027,03/02/2026,200707305444,4,1,,,,,,,,,,,1,"MATRIX CARE, LLC","360 COLUMBIA DRIVE, #102, WEST PALM BEACH, FL, 33409",UCC1,1,,12/27/2007
Innovent Global  Inc,1818 S Australian Ave,West Palm Beach,FL,33409-6451,6451,"INNOVENT GLOBAL, INC.",1818 S Australian Ave Ste 300,West Palm Beach,FL,33409-6451,C051,Executive Placement,Vice President Business Develo,Mr. John Fay,Innovent Global  Inc,"https://floridaucc.com/search?text=INNOVENT GLOBAL, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Filed,06/11/2020,06/11/2030,03/02/2026,202002210894,1,1,,,,,,,,,,,1,"INNOVENT GLOBAL, INC","1818 S AUSTRALIAN AVE STE 300, WEST PALM BCH, FL, 33409",UCC1,1,,06/11/2020
Executive Svc Crps Sthast Fla,1818 S Australian Ave,West Palm Beach,FL,33409-6452,6452,"EXECUTIVE SERVICE CORPS OF SOUTHEAST FLORIDA, IN",1818 S Australian Ave Ste 450,West Palm Beach,FL,33409-6452,C051,Educational Consultant,President,Ms. Kathy Adams,Executive Svc Crps Sthast Fla,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Allied Property Mgt Group Inc,1711 Worthington Rd,West Palm Beach,FL,33409-6455,6455,"ALLIED PROPERTY MANAGEMENT GROUP, INC.",1711 Worthington Rd Ste 103,West Palm Beach,FL,33409-6455,C069,Real Estate Managers,President,Mr. Anthony Marotta,Allied Property Mgt Group Inc,"https://floridaucc.com/search?text=ALLIED PROPERTY MANAGEMENT GROUP, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,11/19/2019,11/19/2024,03/02/2026,201900186681,1,1,,,,,,,,,,,1,"ALLIED PROPERTY GROUP, INC.","12350 SW 132 COURT, SUITE 114, MIAMI, FL, 33186",UCC1,1,,11/19/2019
Slayerz,2501 Bristol Dr Ste 4a,West Palm Beach,FL,33409-6458,6458,SLAYER'Z,2501 Bristol Dr Ste 4a,West Palm Beach,FL,33409-6458,,"Clothing And Shoes, Secondhand",Chief Executive Officer,Keesha W Stclair,Slayerz,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Copperline Partners  LLC,1801 S Australian Ave,West Palm Beach,FL,33409-6465,6465,"COPPERLINE PARTNERS, LLC",1801 S Australian Ave,West Palm Beach,FL,33409-6465,C051,"Land Subdividers And Developers, Residential",Administrator,Mr. Adam Schlesinger,Copperline Partners  LLC,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Natures Earth Products  Inc,2200 N Florida Mango Rd,West Palm Beach,FL,33409-6468,6468,"NATURE'S EARTH PRODUCTS, INC.",2200 N Florida Mango Rd Ste 403,West Palm Beach,FL,33409-6468,C069,"Cement Refractories, Nonclay",Chief Executive Officer,Mr. Kenyon A Simard,Natures Earth Products  Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Tru-Bamboo LLC,2200 Cntre Pk W Dr Ste 10,West Palm Beach,FL,33409-6473,6473,"TRU-BAMBOO, LLC",2200 Centre Park West Dr Ste 100,West Palm Beach,FL,33409-6473,,Homefurnishings,Member,Dale R Hedrick,Tru-Bamboo LLC,"https://floridaucc.com/search?text=TRU-BAMBOO, LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,12/10/2004,12/10/2009,03/02/2026,200408492854,0,1,,,,,,,,,,,1,"TRU-BAMBOO, LLC","1500A ELIZABETH AVENUE, WEST PALM BEACH, FL, 33401",UCC1,1,,12/10/2004
West Palm Beach Hotel LLC,1808 S Australian Ave,West Palm Beach,FL,33409-6487,6487,WEST PALM BEACH HOTEL L.L.C.,1808 S Australian Ave,West Palm Beach,FL,33409-6487,,Hotels,Manager,Mr. Stew Levy,West Palm Beach Hotel LLC,https://floridaucc.com/search?text=WEST PALM BEACH HOTEL L.L.C.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,02/11/2013,02/11/2018,03/02/2026,201308418416,1,1,,,,,,,,,,,1,WEST PALM BEACH HOTEL L.L.C.,"399 MONMOUNT STREET, EAST WINDSOR, NJ, 08520",UCC1,9,,02/11/2013
Palm Federal Credit Union,1910 N Florida Mango Rd,West Palm Beach,FL,33409-6490,6490,PALM FEDERAL CREDIT UNION,1910 N Florida Mango Rd,West Palm Beach,FL,33409-6490,,Federal Credit Unions,Office Manager,Mr. Richard King,Palm Federal Credit Union,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Central Palm Bch Srgery Ctr Ll,2047 Palm Beach Lakes Blv,West Palm Beach,FL,33409-6500,6500,CENTRAL PALM BEACH SURGERY CENTER LLC,2047 Palm Beach Lakes Blvd,West Palm Beach,FL,33409-6500,C053,Surgeon,Member,Mr. Jonathan Cutler,Central Palm Bch Srgery Ctr Ll,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Sunshine Of Pb Inc,2030 Palm Bch Lakes Blvd,West Palm Beach,FL,33409-6502,6502,SUNSHINE OF PB INC,2030 Palm Beach Lakes Blvd,West Palm Beach,FL,33409-6502,,Chinese Restaurant,General Manager,Mr. Anthony Miller,Sunshine Of Pb Inc,https://floridaucc.com/search?text=SUNSHINE OF PB INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Filed,06/29/2020,06/29/2030,03/02/2026,20200267663X,1,1,,,,,,,,,,,1,SUNSHINE OF PB INC,"2030 PALM BEACH LAKES BLVD, WEST PALM BEACH, FL, 33409",UCC1,1,,06/29/2020
Rob Morris,2070 Palm Bch Lakes Blvd,West Palm Beach,FL,33409-6502,6502,ROB MORRIS,2070 Palm Beach Lakes Blvd,West Palm Beach,FL,33409-6502,,"Fast-Food Restaurant, Chain",Owner,Mr. Rob Morris,Rob Morris,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Top Flite Transportation Inc,2000 Palm Beach Lakes Blv,West Palm Beach,FL,33409-6503,6503,TOP FLITE TRANSPORTATION INC,2000 Palm Beach Lakes Blvd,West Palm Beach,FL,33409-6503,,"Courier Services, Except By Air",President,Ms. Heather Horning,Top Flite Transportation Inc,https://floridaucc.com/search?text=TOP FLITE TRANSPORTATION INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,02/26/1993,02/26/1998,03/02/2026,930000043268,0,1,,,,,,,,,,,1,TOP FLITE TRANSPORTATION INC,"3052 MERCY DRIVE, ORLANDO, FL, 32808",UCC1,4,,02/26/1993
Turn Key Auto Group Inc,2000 Palm Bch Lakes Blvd,West Palm Beach,FL,33409-6503,6503,TURN KEY AUTO GROUP INC,2000 Palm Beach Lakes Blvd,West Palm Beach,FL,33409-6503,C053,General Automotive Repair Shops,Principal,Mr. William Burns,Turn Key Auto Group Inc,https://floridaucc.com/search?text=TURN KEY AUTO GROUP INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Filed,03/19/2018,03/19/2028,03/02/2026,201804510570,1,1,,,,,,,,,,,1,"TURN KEY AUTO GROUP, INC","8958 SE BRIDGE ROAD, HOBE SOUND, FL, 33455",UCC1,1,,03/19/2018
The Bandwidth Capacity Team,2000 Palm Bch Lkes Blvd S,West Palm Beach,FL,33409-6504,6504,THE BANDWIDTH CAPACITY TEAM,2000 Palm Beach Lakes Blvd Ste 205,West Palm Beach,FL,33409-6504,,Telecommunications Consultant,President,Mr. Joseph Osborne,The Bandwidth Capacity Team,https://floridaucc.com/search?text=THE BANDWIDTH CAPACITY TEAM&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,03/11/2003,03/11/2008,03/02/2026,200303460022,0,1,,,,,,,,,,,1,"THE BANDWIDTH CAPACITY TEAM, INC.","2005 W. CYPRESS CREEK RD., 101, FT LAUDERDALE, FL, 33309",UCC1,11,,03/11/2003
Mittleman Eye Center,2000 Palm Beach Lakes Blv,West Palm Beach,FL,33409-6504,6504,MITTLEMAN EYE CENTER,2000 Palm Beach Lakes Blvd Ste 400,West Palm Beach,FL,33409-6504,C053,Opthalmologist,President,Mr. David A Mittleman,Mittleman Eye Center,https://floridaucc.com/search?text=MITTLEMAN EYE CENTER&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,07/13/2000,07/13/2010,03/02/2026,200000161127,1,1,,,,,,,,,,,2,HGDM OPTICS INC,"2601 N FLAGLER DR ST 106, W PALM BEACH, FL, 33407",UCC1,1,,07/13/2000
Smart Source Of Boston  LLC,2000 Palm Bch Lkes Blvd S,West Palm Beach,FL,33409-6505,6505,"SMART SOURCE OF BOSTON, LLC",2000 Palm Beach Lakes Blvd Ste 600,West Palm Beach,FL,33409-6505,,Printers And Plotters: Computers,Member,Mr. Thomas D'agostino,Smart Source Of Boston  LLC,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Hasey Construction Inc,2000 Palm Bch Lakes Blvd,West Palm Beach,FL,33409-6511,6511,HASEY CONSTRUCTION INC,2000 Palm Beach Lakes Blvd Ste 777,West Palm Beach,FL,33409-6511,,"New Construction, Single-Family Houses",President,Mr. Martin J Hasey,Hasey Construction Inc,https://floridaucc.com/search?text=HASEY CONSTRUCTION INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,04/12/1991,04/12/1996,03/02/2026,910000079856,1,1,,,,,,,,,,,1,HASEY CONSTRUCTION INC,"5550 GLADES RD, 614, BOCA RATON, FL, 33431",UCC1,1,,04/12/1991
Vassallo Law Group  LLC,2001 Palm Bch Lkes Blvd S,West Palm Beach,FL,33409-6514,6514,"VASSALLO LAW GROUP, LLC",2001 Palm Beach Lakes Blvd Ste 204,West Palm Beach,FL,33409-6514,,"General Practice Attorney, Lawyer",Administrator,Mr. Joseph Vassallo,Vassallo Law Group  LLC,"https://floridaucc.com/search?text=VASSALLO LAW GROUP, LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,06/17/2010,06/17/2015,03/02/2026,201002708018,1,1,,,,,,,,,,,1,VASSALLO LAW GROUP LLC,"1920 WEKIVA WAY, SUITE 102, WEST PALM BEACH, FL, 33411",UCC1,1,,06/17/2010
Jane E Bistline MD,2031 Palm Bch Lkes Blvd S,West Palm Beach,FL,33409-6525,6525,JANE E BISTLINE MD,2031 Palm Beach Lakes Blvd Ste 100,West Palm Beach,FL,33409-6525,,"Physicians' Office, Including Specialists",Principal,Ms. Jane Bistline,Jane E Bistline MD,https://floridaucc.com/search?text=JANE E BISTLINE MD&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,07/12/2005,07/12/2010,03/02/2026,200500155389,0,1,,,,,,,,,,,1,"JANE E. BISTLINE, M.D., P.A.","2047 PALM BEACH LAKES BLVD, WEST PALM BEACH, FL, 33409",UCC1,1,,07/12/2005
Sun Gas Mktg Ptrlm-Palm Bch Ll,2175 Palm Bch Lakes Blvd,West Palm Beach,FL,33409-6601,6601,"SUN GAS MARKETING & PETROLEUM-PALM BEACH, LLC",2175 Palm Beach Lakes Blvd,West Palm Beach,FL,33409-6601,C053,Marketing Consulting Services,Principal,Mr. Jon Vogel,Sun Gas Mktg Ptrlm-Palm Bch Ll,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Dick Wbber Exchange Clb Ctr Fo,2161 Palm Bch Lkes Blvd S,West Palm Beach,FL,33409-6611,6611,EXCHANGE CLUB DICK WEBBER CENTER FOR THE PREVENTION OF CHILD ABUSE FORTHE GOLDCOAST,2161 Palm Beach Lakes Blvd Ste 212,West Palm Beach,FL,33409-6611,,Child Related Social Services,Chief Executive Officer,Ms. Sandra Munoz,Dick Wbber Exchange Clb Ctr Fo,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Senco Construction Corp,2161 Palm Bch Lkes Blvd S,West Palm Beach,FL,33409-6612,6612,SENCO CONSTRUCTION CORP.,2161 Palm Beach Lakes Blvd Ste 315,West Palm Beach,FL,33409-6612,,Single-Family Housing Construction,President,Ms. Lydia Senecal,Senco Construction Corp,https://floridaucc.com/search?text=SENCO CONSTRUCTION CORP.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Filed,06/13/2020,06/13/2030,03/02/2026,202002259249,1,1,,,,,,,,,,,1,SENCO CONSTRUCTION CORP,"21346 SAINT ANDREWS BLVD. SUITE 185., BOCA RATON, FL, 33433",UCC1,1,,06/13/2020
Elite Travel Group LLC,2161 Palm Bch Lkes Blvd S,West Palm Beach,FL,33409-6612,6612,ELITE TRAVEL GROUP LLC,2161 Palm Beach Lakes Blvd Ste 309,West Palm Beach,FL,33409-6612,,"Tourist Agency Arranging Transport, Lodging And Car Rental",Member,Mr. Charles Holt,Elite Travel Group LLC,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Above Beyond Reprographics Inc,2161 Palm Bch Lkes Blvd S,West Palm Beach,FL,33409-6613,6613,"ABOVE & BEYOND REPROGRAPHICS, INC.",2161 Palm Beach Lakes Blvd Ste 412,West Palm Beach,FL,33409-6613,,Blueprinting Service,President,Ms. Debra Valle,Above Beyond Reprographics Inc,"https://floridaucc.com/search?text=ABOVE & BEYOND REPROGRAPHICS, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,08/18/2004,08/18/2009,03/02/2026,200407681386,0,1,,,,,,,,,,,1,"ABOVE BEYOND REPROGRAPHICS, IN","2161 PALM BEACH LAKES BLVD, WEST PALM BEACH, FL, 33409",UCC1,1,,08/18/2004
Morning Calm Management LLC,1641 Worthington Rd,West Palm Beach,FL,33409-6705,6705,MORNING CALM MANAGEMENT LLC,1641 Worthington Rd Ste 140,West Palm Beach,FL,33409-6705,C069,Business Management,Principal,Mr. Bryan N Zenchyk,Morning Calm Management LLC,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Rafael J Roca Law Office PA,1641 Worthington Rd,West Palm Beach,FL,33409-6706,6706,RAFAEL J ROCA LAW OFFICE PA,1641 Worthington Rd Ste 100,West Palm Beach,FL,33409-6706,C069,General Practice Law Office,Principal,Mr. Rafael Roca,Rafael J Roca Law Office PA,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Encore Funding  LLC,1641 Wrthngton Rd Ste 410,West Palm Beach,FL,33409-6707,6707,"ENCORE FUNDING, LLC",1641 Worthington Rd Ste 410,West Palm Beach,FL,33409-6707,,Financial Services,Member,Mr. Charles Lowe,Encore Funding  LLC,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Whitehall Cndmnums Of The Vllg,2771 Village Blvd,West Palm Beach,FL,33409-6912,6912,"WHITEHALL CONDOMINIUMS OF THE VILLAGES OF PALM BEACH LAKES ASSOCIATION, INC.",2771 Village Blvd,West Palm Beach,FL,33409-6912,C022,Condominium Association,President,Mr. Vince Rossi,Whitehall Cndmnums Of The Vllg,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Palm Club Condominum Assoc,1000 Green Pine Blvd,West Palm Beach,FL,33409-7001,7001,PALM CLUB CONDOMINUM ASSOC,1000 Green Pine Blvd,West Palm Beach,FL,33409-7001,,Condominium Association,Manager,Mr. Carlos Simoes,Palm Club Condominum Assoc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Credit Check Inc,2620 Mohawk Cir,West Palm Beach,FL,33409-7138,7138,CREDIT CHECK INC,2620 Mohawk Cir,West Palm Beach,FL,33409-7138,,Consumer Credit Reporting Bureau,Principal,Ms. Renee S Lodes,Credit Check Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Kixsquare Inc,2581 Village Blvd,West Palm Beach,FL,33409-7376,7376,KIXSQUARE INC,2581 Village Blvd Apt 101,West Palm Beach,FL,33409-7376,,Family Clothing Stores,Principal,Mr. Christopher C Pierre,Kixsquare Inc,https://floridaucc.com/search?text=KIXSQUARE INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,10/08/2018,10/08/2023,03/02/2026,201806728425,0,1,,,,,,,,,,,1,KIXSQUARE INC,"2170 NW 99TH TERRACE, PEMBROKE PINES, FL, 33024",UCC1,1,,10/08/2018
Professional Grading Serv,2049 Normandy Cir,West Palm Beach,FL,33409-7387,7387,PROFESSIONAL GRADING SERV,2049 Normandy Cir,West Palm Beach,FL,33409-7387,C022,"Buckets, Excavating: Clamshell, Concrete, Dragline, Etc.",Owner,Mr. Patric Andrew,Professional Grading Serv,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Village Place Apartments,2111 Brandywine Rd Ofc,West Palm Beach,FL,33409-7395,7395,VILLAGE PLACE APARTMENTS,2111 Brandywine Rd Ofc,West Palm Beach,FL,33409-7395,C022,Apartment Building Operators,Manager,Ms. Melissa Crawford,Village Place Apartments,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Academy For Little People Inc,4639 N Military Trl,West Palm Beach,FL,33409-7808,7808,"ACADEMY FOR LITTLE PEOPLE, INC.",4639 N Military Trl,West Palm Beach,FL,33409-7808,C077,Preparatory School,President,Ms. Nancy Rollins,Academy For Little People Inc,"https://floridaucc.com/search?text=ACADEMY FOR LITTLE PEOPLE, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,03/27/1986,03/27/2006,03/02/2026,1860044539,4,1,,,,,,,,,,,1,ACADEMY FOR LITTLE PEOPLE OF WEST PALM BEACH INC,"4639 N MILITARY TRL, WEST PALM BEACH, FL, 33409",UCC1,1,,03/27/1986
Y H Trading  Inc,4175 Afton Ct,West Palm Beach,FL,33409-7820,7820,"Y H TRADING, INC.",4175 Afton Ct,West Palm Beach,FL,33409-7820,,"Convenience Stores, Independent",President,H B Kim,Y H Trading  Inc,"https://floridaucc.com/search?text=Y H TRADING, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,11/09/1992,11/09/1997,03/02/2026,920000229285,0,1,,,,,,,,,,,2,BARNEY'S CONVENIENCE STORE,"6950 OKEECHOBEE BLVD, WEST PALM BEACH, FL, 33411",UCC1,1,,11/09/1992
Contemporary Living LLC,3154 El Camino Real,West Palm Beach,FL,33409-7828,7828,CONTEMPORARY LIVING LLC,3154 El Camino Real,West Palm Beach,FL,33409-7828,,Furniture Stores,Member,Ms. Cynthia Heathcoe,Contemporary Living LLC,https://floridaucc.com/search?text=CONTEMPORARY LIVING LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,11/19/2018,11/19/2023,03/02/2026,201807053677,0,1,,,,,,,,,,,5,CONTEMPORARY LIVING LLC,"736 PARK AVE, LAKE PARK, FL, 33403",UCC1,4,,11/19/2018
Family Choice Pharmacy LLC,3896 Torres Cir,West Palm Beach,FL,33409-7859,7859,FAMILY CHOICE PHARMACY LLC,3896 Torres Cir,West Palm Beach,FL,33409-7859,,Drug Stores,Manager,Ms. Audrey M Robinson,Family Choice Pharmacy LLC,https://floridaucc.com/search?text=FAMILY CHOICE PHARMACY LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,07/30/2015,07/30/2020,03/02/2026,201504561854,0,1,,,,,,,,,,,2,FAMILY CHOICE PHARMACY LLC,"1897 PALM BEACH LAKES BLVD STE 115, WEST PALM BEACH, FL, 33409",UCC1,7,,07/30/2015
Portofino Phase 1 Land Ltd,4400 Portofino Way,West Palm Beach,FL,33409-7888,7888,PORTOFINO PHASE 1 LAND LTD,4400 Portofino Way,West Palm Beach,FL,33409-7888,,Apartment Building Operators,Manager,Ms. Heather Pual,Portofino Phase 1 Land Ltd,https://floridaucc.com/search?text=PORTOFINO PHASE 1 LAND LTD&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,05/18/2009,05/18/2014,03/02/2026,20090054756X,1,1,,,,,,,,,,,1,"PORTOFINO PHASE I LAND, LTD.","C/O PRUDENTIAL REAL ESTATE INVESTORS, TWO RAVINIA DRIVE, SUITE 400, ATLANTA, GA, 30346-2110",UCC1,7,,05/18/2009
Villa Regina West Palm Bch Inc,P O Box 109650,Palm Beach Gardens,FL,33410-9650,9650,"VILLA REGINA OF WEST PALM BEACH, INC.",2660 N Haverhill Rd Ste Ofc,West Palm Beach,FL,33417-2994,,Retirement Hotel Operation,President,Mr. John R Mcmahon,Villa Regina West Palm Bch Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Emerald Dunes Golf  LLC,2100 Emerald Dunes Dr,West Palm Beach,FL,33411-2707,2707,"EMERALD DUNES GOLF, LLC",2100 Emerald Dunes Dr,West Palm Beach,FL,33411-2707,C077,Public Golf Courses,Vice-President,Mr. Ken Green,Emerald Dunes Golf  LLC,"https://floridaucc.com/search?text=EMERALD DUNES GOLF, LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,04/09/2002,04/09/2012,03/02/2026,200200836194,1,1,,,,,,,,,,,1,EMERALD DUNES GOLF LLC,"2100 EMERALD DUNES DR, WEST PALM BEACH, FL, 33401",UCC1,1,,04/09/2002
A & H Services  Inc,2721 Vista Pkwy Ste 10,West Palm Beach,FL,33411-2731,2731,"A & H SERVICES, INC.",2721 Vista Pkwy Ste 10,West Palm Beach,FL,33411-2731,C037,"Electric Household Appliances, Major",Principal,Mr. Glenn Aho,A & H Services  Inc,"https://floridaucc.com/search?text=A & H SERVICES, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,07/03/2018,07/03/2023,03/02/2026,201805748767,1,1,,,,,,,,,,,1,"A & H SERVICES, INC.","2721 VISTA PARKWAY, NORTH, SUITE 10, WEST PALM BEACH, FL, 33411-2731",UCC1,1,,07/03/2018
Galfa Cee  Co,2711 Vista Pkwy Ste 1,West Palm Beach,FL,33411-2732,2732,"GALFA CEE, CO.",2711 Vista Pkwy Ste 1,West Palm Beach,FL,33411-2732,C037,Construction And Civil Engineering,President,Mr. John Maharaj,Galfa Cee  Co,"https://floridaucc.com/search?text=GALFA CEE, CO.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,06/20/2005,06/20/2010,03/02/2026,200509982121,0,1,,,,,,,,,,,1,GALFA CEE CO,"121 WATERVIEW WAY, LOXAHATCHEE, FL, 33470",UCC1,1,,06/20/2005
